-0.42202,-0.2213,0.4369
-0.82834,-0.25934,0.43851
-1.2179,-0.26062,0.43902
-1.5917,-0.24661,0.43979
-1.9514,-0.22378,0.44082
-2.2987,-0.19424,0.44212
-2.6355,-0.15889,0.44369
-2.9642,-0.11815,0.44552
-3.2871,-0.072204,0.44764
-3.6068,-0.021024,0.45007
-3.926,0.035654,0.45283
-4.248,0.098336,0.45598
-4.5764,0.16783,0.45958
-4.9154,0.24531,0.46372
-5.2703,0.33246,0.46853
-5.6478,0.43168,0.47421
-6.0565,0.5464,0.48102
-6.5084,0.68164,0.48938
-7.0207,0.84504,0.49992
-7.6193,1.0486,0.51372
